,stimulus,trial_name,task_type,correct_answer,lang,set_name,char_count,token_count,token_avg_length,sentence_count,original_dataset,average_token_per_sentence,is_question
153,"Wine tasting is the sensory examination and evaluation of wine. While the practice of wine tasting is as ancient as its production, a more formalized methodology has slowly become established from the late middle ages onwards. Modern, professional wine tasters use a constantly evolving specialized terminology which is used to describe the range of perceived flavors, aromas and general characteristics of a wine. In recent years, results challenging the reliability of wine tasting in both experts and consumers have surfaced. For example, studies showed that people expect more expensive wine to have more desirable characteristics than less expensive wine: When tasters are given wine that they are falsely told is expensive they virtually always report it as tasting better than the very same wine when they are told that it is inexpensive. Other studies show that tasters' judgment can be prejudiced by knowing details of a wine, such as geographic origin, reputation, or other considerations. Objective wine tasting therefore requires the wine to be served blind – that is, without the taster having seen the label or bottle shape. Blind tasting may also involve serving the wine from a black wine glass to mask the color of the wine.",meco_para_7,NR,,EN,mturk_EN_v04,1241,218,4.784403669724771,8,MECO,27.25,False
154,Are experienced wine tasters less prejudiced towards wine than a lay person?,meco_para_7_qa_1,NR,False,EN,mturk_EN_v04,76,13,5.0,1,MECO,13.0,True
155,"Through combining the definition of electric current as the time rate of change of electric charge, a rule of vector multiplication called Lorentz's Law describes the force on a charge moving in a magnetic field. The connection between electricity and magnetism allows for the description of a unified electromagnetic force that acts on a charge. This force can be written as a sum of the electrostatic force (due to the electric field) and the magnetic force (due to the magnetic field). Fully stated, this is the law:",a_Force_3,NR,,EN,mturk_EN_v04,519,98,4.418367346938775,4,XQuAD,24.5,False
156,Whatare the electrostatic and magnetic force awritten as the sum of?,a_Force_3_qa_3,NR,electrostatic force,EN,mturk_EN_v04,68,12,4.833333333333333,1,XQuAD,12.0,True
157,"James Hutton is often viewed as the first modern geologist. In 1785 he presented a paper entitled Theory of the Earth to the Royal Society of Edinburgh. In his paper, he explained his theory that the Earth must be much older than had previously been supposed in order to allow enough time for mountains to be eroded and for sediments to form new rocks at the bottom of the sea, which in turn were raised up to become dry land. Hutton published a two-volume version of his ideas in 1795 (Vol. 1, Vol. 2).",a_Geology_4,NR,,EN,mturk_EN_v04,503,107,3.8317757009345796,6,XQuAD,17.833333333333332,False
158,What was the main idea of James Hutton's paper?,a_Geology_4_qa_3,NR,Earth must be much older than had previously been supposed,EN,mturk_EN_v04,47,11,3.5454545454545454,1,XQuAD,11.0,True
159,"In past times, corporal punishment (spanking or paddling or caning or strapping or birching the student in order to cause physical pain) was one of the most common forms of school discipline throughout much of the world. Most Western countries, and some others, have now banned it, but it remains lawful in the United States following a US Supreme Court decision in 1977 which held that paddling did not violate the US Constitution.",a_Teacher_0,NR,,EN,mturk_EN_v04,432,81,4.444444444444445,2,XQuAD,40.5,False
160,What does corporal punishment cause a student?,a_Teacher_0_qa_4,NR,physical pain,EN,mturk_EN_v04,46,8,5.0,1,XQuAD,8.0,True
161,"Korean economist Hoesung Lee is the chair of the IPCC since October 8, 2015, following the election of the new IPCC Bureau. Before this election, the IPCC was led by his vice-Chair Ismail El Gizouli, who was designated acting Chair after the resignation of Rajendra K. Pachauri in February 2015. The previous chairs were Rajendra K. Pachauri, elected in May 2002; Robert Watson in 1997; and Bert Bolin in 1988. The chair is assisted by an elected bureau including vice-chairs, working group co-chairs, and a secretariat.",a_IntergovernmentalPanelonClimateChange_0,NR,,EN,mturk_EN_v04,520,105,4.142857142857143,4,XQuAD,26.25,False
162,When did Pachauri resign as chair of the IPCC?,a_IntergovernmentalPanelonClimateChange_0_qa_4,NR,February 2015,EN,mturk_EN_v04,46,10,3.8,1,XQuAD,10.0,True
163,"These chloroplasts, which can be traced back directly to a cyanobacterial ancestor, are known as primary plastids (""plastid"" in this context means almost the same thing as chloroplast). All primary chloroplasts belong to one of three chloroplast lineages—the glaucophyte chloroplast lineage, the rhodophyte, or red algal chloroplast lineage, or the chloroplastidan, or green chloroplast lineage. The second two are the largest, and the green chloroplast lineage is the one that contains the land plants.",a_Chloroplast_1,IS,,EN,mturk_EN_v04,503,90,4.777777777777778,3,XQuAD,30.0,False
164,How many chloroplast lineages are there?,q_after_a_Chloroplast_1_qa_1,IS,three,EN,mturk_EN_v04,40,7,5.0,1,XQuAD,7.0,True
165,"From 2005 to 2014, there were two Major League Soccer teams in Los Angeles — the LA Galaxy and Chivas USA — that both played at the StubHub Center and were local rivals. However, Chivas were suspended following the 2014 MLS season, with a second MLS team scheduled to return in 2018.",a_SouthernCalifornia_4,IS,,EN,mturk_EN_v04,283,57,4.0701754385964914,2,XQuAD,28.5,False
166,What was the name of the stadium that the teams played in?,q_after_a_SouthernCalifornia_4_qa_3,IS,StubHub Center,EN,mturk_EN_v04,58,13,3.6153846153846154,1,XQuAD,13.0,True
167,"There are also several smaller freight operators and numerous tourist railways operating over lines which were once parts of a state-owned system. Victorian lines mainly use the 1,600 mm (5 ft 3 in) broad gauge. However, the interstate trunk routes, as well as a number of branch lines in the west of the state have been converted to 1,435 mm (4 ft 8 1⁄2 in) standard gauge. Two tourist railways operate over 760 mm (2 ft 6 in) narrow gauge lines, which are the remnants of five formerly government-owned lines which were built in mountainous areas.",a_VictoriaAustralia_3,IS,,EN,mturk_EN_v04,549,113,4.017699115044247,4,XQuAD,28.25,False
168,To what gauge have some lines been changed in the west of Victoria?,q_after_a_VictoriaAustralia_3_qa_1,IS,"1,435 mm (4 ft 8 1⁄2 in) standard gauge",EN,mturk_EN_v04,67,14,3.9285714285714284,1,XQuAD,14.0,True
169,"With International Criminal Court trial dates in 2013 for both President Kenyatta and Deputy President William Ruto related to the 2007 election aftermath, US President Barack Obama chose not to visit the country during his mid-2013 African trip. Later in the summer, Kenyatta visited China at the invitation of President Xi Jinping after a stop in Russia and not having visited the United States as president. In July 2015 Obama visited Kenya, as the first American president to visit the country while in office.",a_Kenya_2,IS,,EN,mturk_EN_v04,514,90,4.788888888888889,3,XQuAD,30.0,False
170,Where did Kenyatta visit at the invitation of the President?,q_after_a_Kenya_2_qa_2,IS,China,EN,mturk_EN_v04,60,11,4.636363636363637,1,XQuAD,11.0,True
171,"Kenya ranks low on Transparency International's Corruption Perception Index (CPI), a metric which attempts to gauge the prevalence of public sector corruption in various countries. In 2012, the nation placed 139th out of 176 total countries in the CPI, with a score of 27/100. However, there are several rather significant developments with regards to curbing corruption from the Kenyan government, for instance, the establishment of a new and independent Ethics and Anti-Corruption Commission (EACC).",a_Kenya_0,IS,,EN,mturk_EN_v04,501,90,4.7555555555555555,3,XQuAD,30.0,False
172,What does the CPI scale measure?,q_after_a_Kenya_0_qa_1,IS,public sector corruption,EN,mturk_EN_v04,32,7,3.857142857142857,1,XQuAD,7.0,True
173,Does blind-tasting ensure wine tasting to be less subjective?,meco_para_7_qa_2,NR,True,EN,mturk_EN_v05,61,12,4.416666666666667,1,MECO,12.0,True
174,The Royal Geographical Society of London and other geographical societies in Europe had great influence and were able to fund travelers who would come back with tales of their discoveries. These societies also served as a space for travellers to share these stories.Political geographers such as Friedrich Ratzel of Germany and Halford Mackinder of Britain also supported imperialism. Ratzel believed expansion was necessary for a state’s survival while Mackinder supported Britain’s imperial expansion; these two arguments dominated the discipline for decades.,a_Imperialism_0,NR,,EN,mturk_EN_v05,561,89,5.404494382022472,4,XQuAD,22.25,False
175,Halford Mackinder and Friedrich Ratzel where what kind of geographers?,a_Imperialism_0_qa_2,NR,Political,EN,mturk_EN_v05,70,11,5.545454545454546,1,XQuAD,11.0,True
176,"The heat required for boiling the water and supplying the steam can be derived from various sources, most commonly from burning combustible materials with an appropriate supply of air in a closed space (called variously combustion chamber, firebox). In some cases the heat source is a nuclear reactor, geothermal energy, solar energy or waste heat from an internal combustion engine or industrial process. In the case of model or toy steam engines, the heat source can be an electric heating element.",a_Steamengine_0,NR,,EN,mturk_EN_v05,500,91,4.615384615384615,3,XQuAD,30.333333333333332,False
177,What type of heating element is often used in toy steam engines?,a_Steamengine_0_qa_3,NR,electric,EN,mturk_EN_v05,64,13,4.076923076923077,1,XQuAD,13.0,True
178,"Nearby, in Ogród Saski (the Saxon Garden), the Summer Theatre was in operation from 1870 to 1939, and in the inter-war period, the theatre complex also included Momus, Warsaw's first literary cabaret, and Leon Schiller's musical theatre Melodram. The Wojciech Bogusławski Theatre (1922–26), was the best example of ""Polish monumental theatre"". From the mid-1930s, the Great Theatre building housed the Upati Institute of Dramatic Arts – the first state-run academy of dramatic art, with an acting department and a stage directing department.",a_Warsaw_0,NR,,EN,mturk_EN_v05,541,106,4.339622641509434,3,XQuAD,35.333333333333336,False
179,What is the Saxon Garden in Polish?,a_Warsaw_0_qa_0,NR,Ogród Saski,EN,mturk_EN_v05,35,8,3.625,1,XQuAD,8.0,True
180,"Between Bingen and Bonn, the Middle Rhine flows through the Rhine Gorge, a formation which was created by erosion. The rate of erosion equaled the uplift in the region, such that the river was left at about its original level while the surrounding lands raised. The gorge is quite deep and is the stretch of the river which is known for its many castles and vineyards. It is a UNESCO World Heritage Site (2002) and known as ""the Romantic Rhine"", with more than 40 castles and fortresses from the Middle Ages and many quaint and lovely country villages.",a_Rhine_0,NR,,EN,mturk_EN_v05,552,110,4.136363636363637,4,XQuAD,27.5,False
181,Where does the Middle Rhine flow between Bingen and Bonn?,a_Rhine_0_qa_5,NR,Rhine Gorge,EN,mturk_EN_v05,57,11,4.363636363636363,1,XQuAD,11.0,True
182,"Renewed religious warfare in the 1620s caused the political and military privileges of the Huguenots to be abolished following their defeat. They retained the religious provisions of the Edict of Nantes until the rule of Louis XIV, who progressively increased persecution of them until he issued the Edict of Fontainebleau (1685), which abolished all legal recognition of Protestantism in France, and forced the Huguenots to convert. While nearly three-quarters eventually were killed  or submitted, roughly 500,000 Huguenots had fled France by the early 18th century[citation needed].",a_Huguenot_0,IS,,EN,mturk_EN_v05,585,99,5.05050505050505,3,XQuAD,33.0,False
183,What proclamation abolished protestantism in France?,q_after_a_Huguenot_0_qa_0,IS,Edict of Fontainebleau,EN,mturk_EN_v05,52,7,6.714285714285714,1,XQuAD,7.0,True
184,"Under the terms of the Scotland Act 1978, an elected assembly would be set up in Edinburgh provided that the majority of the Scottish electorate voted for it in a referendum to be held on 1 March 1979 that represented at least 40% of the total electorate. The 1979 Scottish devolution referendum to establish a devolved Scottish Assembly failed. Although the vote was 51.6% in favour of a Scottish Assembly, this figure did not equal the 40% of the total electorate threshold deemed necessary to pass the measure, as 32.9% of the eligible voting population did not, or had been unable to, vote.",a_ScottishParliament_0,IS,,EN,mturk_EN_v05,594,115,4.278260869565218,3,XQuAD,38.333333333333336,False
185,How did trying to establish a devolved Scottish Assembly go in 1979?,q_after_a_ScottishParliament_0_qa_3,IS,failed,EN,mturk_EN_v05,68,13,4.384615384615385,1,XQuAD,13.0,True
186,"The ""West Side"" of Fresno, also often called ""Southwest Fresno"", is one of the oldest neighborhoods in the city. The neighborhood lies southwest of the 99 freeway (which divides it from Downtown Fresno), west of the 41 freeway and south of Nielsen Ave (or the newly constructed 180 Freeway), and extends to the city limits to the west and south. The neighborhood is traditionally considered to be the center of Fresno's African-American community. It is culturally diverse and also includes significant Mexican-American and Asian-American (principally Hmong or Laotian) populations.",a_FresnoCalifornia_0,IS,,EN,mturk_EN_v05,582,114,4.333333333333333,4,XQuAD,28.5,False
187,What is another name for the west side of Fresno?,q_after_a_FresnoCalifornia_0_qa_0,IS,Southwest Fresno,EN,mturk_EN_v05,49,11,3.6363636363636362,1,XQuAD,11.0,True
188,"Professional sports teams in Southern California include teams from the NFL (Los Angeles Rams, San Diego Chargers); NBA (Los Angeles Lakers, Los Angeles Clippers); MLB (Los Angeles Dodgers, Los Angeles Angels of Anaheim, San Diego Padres); NHL (Los Angeles Kings, Anaheim Ducks); and MLS (LA Galaxy).",a_SouthernCalifornia_3,IS,,EN,mturk_EN_v05,300,66,3.8636363636363638,1,XQuAD,66.0,False
189,What is the other NHL team aside from the Anaheim Ducks to reside in Southern California?,q_after_a_SouthernCalifornia_3_qa_3,IS,Los Angeles Kings,EN,mturk_EN_v05,89,17,4.352941176470588,1,XQuAD,17.0,True
190,"Although the reciprocating steam engine is no longer in widespread commercial use, various companies are exploring or exploiting the potential of the engine as an alternative to internal combustion engines. The company Energiprojekt AB in Sweden has made progress in using modern materials for harnessing the power of steam. The efficiency of Energiprojekt's steam engine reaches some 27-30% on high-pressure engines. It is a single-step, 5-cylinder engine (no compound) with superheated steam and consumes approx. 4 kg (8.8 lb) of steam per kWh.[not in citation given]",a_Steamengine_3,IS,,EN,mturk_EN_v05,569,107,4.5233644859813085,5,XQuAD,21.4,False
191,Where is Energiprojekt AB based?,q_after_a_Steamengine_3_qa_1,IS,Sweden,EN,mturk_EN_v05,32,6,4.666666666666667,1,XQuAD,6.0,True
192,This organization is mostly run by volunteers.,meco_para_11_qa_1,NR,False,EN,mturk_EN_v06,46,8,5.0,1,MECO,8.0,True
193,"In Hinduism the spiritual teacher is known as a guru, and, in many traditions of Hinduism - especially those common in the West - the emphasis on spiritual mentorship is extremely high, with gurus often exercising a great deal of control over the lives of their disciples.",a_Teacher_3,NR,,EN,mturk_EN_v06,272,51,4.431372549019608,1,XQuAD,51.0,False
194,In what area is it common for spiritual mentorship to be extremely high?,a_Teacher_3_qa_3,NR,the West,EN,mturk_EN_v06,72,14,4.285714285714286,1,XQuAD,14.0,True
195,"Some of the oldest schools in South Africa are private church schools that were established by missionaries in the early nineteenth century. The private sector has grown ever since. After the abolition of apartheid, the laws governing private education in South Africa changed significantly. The South African Schools Act of 1996 recognises two categories of schools: ""public"" (state-controlled) and ""independent"" (which includes traditional private schools and schools which are privately governed[clarification needed].)",a_Privateschool_2,NR,,EN,mturk_EN_v06,522,89,5.067415730337078,4,XQuAD,22.25,False
196,"Along with public schools, what type of school was recognized under the South African Schools Act?",a_Privateschool_2_qa_2,NR,independent,EN,mturk_EN_v06,98,18,4.611111111111111,1,XQuAD,18.0,True
197,"The Broncos defeated the Pittsburgh Steelers in the divisional round, 23–16, by scoring 11 points in the final three minutes of the game. They then beat the defending Super Bowl XLIX champion New England Patriots in the AFC Championship Game, 20–18, by intercepting a pass on New England's 2-point conversion attempt with 17 seconds left on the clock. Despite Manning's problems with interceptions during the season, he didn't throw any in their two playoff games.",a_SuperBowl50_1,NR,,EN,mturk_EN_v06,464,88,4.431818181818182,3,XQuAD,29.333333333333332,False
198,Who did the Broncos defeat in the AFC Championship game?,a_SuperBowl50_1_qa_12,NR,New England Patriots,EN,mturk_EN_v06,56,11,4.2727272727272725,1,XQuAD,11.0,True
199,"Teachers in Wales can be registered members of trade unions such as ATL, NUT or NASUWT and reports in recent years suggest that the average age of teachers in Wales is falling with teachers being younger than in previous years. A growing cause of concern are that attacks on teachers in Welsh schools which reached an all-time high between 2005 and 2010.",a_Teacher_1,NR,,EN,mturk_EN_v06,354,67,4.373134328358209,2,XQuAD,33.5,False
200,What is the NASUWT?,a_Teacher_1_qa_3,NR,trade unions,EN,mturk_EN_v06,19,5,3.2,1,XQuAD,5.0,True
201,"The agreements include fixed annual carriage fees of £30m for the channels with both channel suppliers able to secure additional capped payments if their channels meet certain performance-related targets. Currently there is no indication as to whether the new deal includes the additional Video On Demand and High Definition content which had previously been offered by BSkyB. As part of the agreements, both BSkyB and Virgin Media agreed to terminate all High Court proceedings against each other relating to the carriage of their respective basic channels.",a_SkyUnitedKingdom_4,IS,,EN,mturk_EN_v06,558,93,5.086021505376344,2,XQuAD,46.5,False
202,What were high court proceedings being held about?,q_after_a_SkyUnitedKingdom_4_qa_4,IS,basic channels,EN,mturk_EN_v06,50,9,4.777777777777778,1,XQuAD,9.0,True
203,"After an unmanned LM test flight AS-206, a crew would fly the first Block II CSM and LM in a dual mission known as AS-207/208, or AS-278 (each spacecraft would be launched on a separate Saturn IB.) The Block II crew positions were titled Commander (CDR) Command Module Pilot (CMP) and Lunar Module Pilot (LMP). The astronauts would begin wearing a new Apollo spacesuit, designed to accommodate lunar extravehicular activity (EVA). The traditional visor helmet was replaced with a clear ""fishbowl"" type for greater visibility, and the lunar surface EVA suit would include a water-cooled undergarment.",a_Apolloprogram_1,IS,,EN,mturk_EN_v06,599,118,4.271186440677966,4,XQuAD,29.5,False
204,"What type of undergarment, if any, was included into the Apollo spacesuit?",q_after_a_Apolloprogram_1_qa_3,IS,water-cooled undergarment.,EN,mturk_EN_v06,74,15,4.2,1,XQuAD,15.0,True
205,"Ergänzungsschulen are secondary or post-secondary (non-tertiary) schools, which are run by private individuals, private organizations or rarely, religious groups and offer a type of education which is not available at public schools. Most of these schools are vocational schools. However, these vocational schools are not part of the German dual education system. Ergänzungsschulen have the freedom to operate outside of government regulation and are funded in whole by charging their students tuition fees.",a_Privateschool_0,IS,,EN,mturk_EN_v06,507,87,5.0,4,XQuAD,21.75,False
206,What types of schools are most ergänzungsschulen?,q_after_a_Privateschool_0_qa_1,IS,vocational,EN,mturk_EN_v06,49,8,5.375,1,XQuAD,8.0,True
207,"In most countries, the dispensary is subject to pharmacy legislation; with requirements for storage conditions, compulsory texts, equipment, etc., specified in legislation. Where it was once the case that pharmacists stayed within the dispensary compounding/dispensing medications, there has been an increasing trend towards the use of trained pharmacy technicians while the pharmacist spends more time communicating with patients. Pharmacy technicians are now more dependent upon automation to assist them in their new role dealing with patients' prescriptions and patient safety issues.",a_Pharmacy_2,IS,,EN,mturk_EN_v06,588,95,5.347368421052631,4,XQuAD,23.75,False
208,What responsibilities were pharmacy technicians formerly limited to?,q_after_a_Pharmacy_2_qa_1,IS,within the dispensary compounding/dispensing medications,EN,mturk_EN_v06,68,9,6.777777777777778,1,XQuAD,9.0,True
209,"In 1973, Nixon named William E. Simon as the first Administrator of the Federal Energy Office, a short-term organization created to coordinate the response to the embargo. Simon allocated states the same amount of domestic oil for 1974 that each had consumed in 1972, which worked for states whose populations were not increasing. In other states, lines at gasoline stations were common. The American Automobile Association reported that in the last week of February 1974, 20% of American gasoline stations had no fuel.",a_1973oilcrisis_2,IS,,EN,mturk_EN_v06,519,95,4.6,4,XQuAD,23.75,False
210,"According to the AAA, what is the percentage of the gas stations that ran out of gasoline?",q_after_a_1973oilcrisis_2_qa_3,IS,20%,EN,mturk_EN_v06,90,19,3.8947368421052633,1,XQuAD,19.0,True
211,"A vehicle registration plate is a metal or plastic plate attached to a vehicle for officialidentification purposes. All countries require registration plates for road vehicles such as cars, trucks,and motorcycles. Whether they are required for other vehicles, such as bicycles, boats, or tractors, may vary by jurisdiction. The registration identifier is a series of letters and digits that uniquely identifies the vehicle owner within the issuing region's vehicle register. In some countries, the identifier is unique within the entire country, while in others it is unique within a state or province. France was the first country to introduce the registration plate, in the late nineteenth century. Early twentieth century plates varied in size and shape from one jurisdiction to the next, such that if a person moved, new holes would need to be drilled into the automobile to support the new plate. Standardization of plates came in the late fifties, when automobile manufacturers came to an agreement with governments and international organizations.",meco_para_12,NR,,EN,mturk_EN_v07,1054,184,4.853260869565218,8,MECO,23.0,False
212,The size of plates was standardized before World War II.,meco_para_12_qa_1,NR,False,EN,mturk_EN_v07,56,11,4.2727272727272725,1,MECO,11.0,True
213,"Jacksonville is the largest city by population in the U.S. state of Florida, and the largest city by area in the contiguous United States. It is the county seat of Duval County, with which the city government consolidated in 1968. Consolidation gave Jacksonville its great size and placed most of its metropolitan population within the city limits; with an estimated population of 853,382 in 2014, it is the most populous city proper in Florida and the Southeast, and the 12th most populous in the United States. Jacksonville is the principal city in the Jacksonville metropolitan area, with a population of 1,345,596 in 2010.",a_JacksonvilleFlorida_0,NR,,EN,mturk_EN_v07,626,113,4.6371681415929205,4,XQuAD,28.25,False
214,What was the population Jacksonville city as of 2010?,a_JacksonvilleFlorida_0_qa_1,NR,"1,345,596",EN,mturk_EN_v07,53,10,4.5,1,XQuAD,10.0,True
215,"In the early 1970s, ABC completed its transition to color; the decade as a whole would mark a turning point for ABC, as it began to pass CBS and NBC in the ratings to become the first place network. It also began to use behavioral and demographic data to better determine what types of sponsors to sell advertising slots to and provide programming that would appeal towards certain audiences. ABC's gains in audience share were greatly helped by the fact that several smaller markets had grown large enough to allow full-time affiliations from all three networks.",a_AmericanBroadcastingCompany_3,NR,,EN,mturk_EN_v07,563,105,4.457142857142857,3,XQuAD,35.0,False
216,In what decade did ABC finish transitioning to color?,a_AmericanBroadcastingCompany_3_qa_0,NR,1970s,EN,mturk_EN_v07,53,10,4.5,1,XQuAD,10.0,True
217,"Child labour is common in Kenya. Most working children are active in agriculture. In 2006, UNICEF estimated that up to 30% of girls in the coastal areas of Malindi, Mombasa, Kilifi, and Diani were subject to prostitution. Most of the prostitutes in Kenya are aged 9–18. The Ministry of Gender and Child Affairs employed 400 child protection officers in 2009. The causes of child labour include poverty, the lack of access to education and weak government institutions. Kenya has ratified Convention No. 81 on labour inspection in industries and Convention No. 129 on labour inspection in agriculture.",a_Kenya_3,NR,,EN,mturk_EN_v07,600,112,4.5,9,XQuAD,12.444444444444445,False
218,What percent of girls are in prostution in Kenyas coastal areas?,a_Kenya_3_qa_1,NR,up to 30%,EN,mturk_EN_v07,64,12,4.5,1,XQuAD,12.0,True
219,"Southern California is home to Los Angeles International Airport, the second-busiest airport in the United States by passenger volume (see World's busiest airports by passenger traffic) and the third by international passenger volume (see Busiest airports in the United States by international passenger traffic); San Diego International Airport the busiest single runway airport in the world; Van Nuys Airport, the world's busiest general aviation airport; major commercial airports at Orange County, Bakersfield, Ontario, Burbank and Long Beach; and numerous smaller commercial and general aviation airports.",a_SouthernCalifornia_2,NR,,EN,mturk_EN_v07,610,103,5.106796116504855,1,XQuAD,103.0,False
220,What is the world's busiest general aviation airport?,a_SouthernCalifornia_2_qa_4,NR,Van Nuys Airport,EN,mturk_EN_v07,53,10,4.6,1,XQuAD,10.0,True
221,"Between 1402 and 1405, the expedition led by the Norman noble Jean de Bethencourt and the Poitevine Gadifer de la Salle conquered the Canarian islands of Lanzarote, Fuerteventura and El Hierro off the Atlantic coast of Africa. Their troops were gathered in Normandy, Gascony and were later reinforced by Castilian colonists.",a_Normans_4,IS,,EN,mturk_EN_v07,324,56,4.892857142857143,2,XQuAD,28.0,False
222,What continent are the Canarian Islands off the coast of?,q_after_a_Normans_4_qa_0,IS,Africa,EN,mturk_EN_v07,57,11,4.363636363636363,1,XQuAD,11.0,True
223,"For many years, Sudan had an Islamist regime under the leadership of Hassan al-Turabi. His National Islamic Front first gained influence when strongman General Gaafar al-Nimeiry invited members to serve in his government in 1979. Turabi built a powerful economic base with money from foreign Islamist banking systems, especially those linked with Saudi Arabia. He also recruited and built a cadre of influential loyalists by placing sympathetic students in the university and military academy while serving as minister of education.",a_Islamism_3,IS,,EN,mturk_EN_v07,532,90,5.033333333333333,4,XQuAD,22.5,False
224,Who was the leader of the Islamist regime in Sudan?,q_after_a_Islamism_3_qa_1,IS,Hassan al-Turabi,EN,mturk_EN_v07,51,11,3.8181818181818183,1,XQuAD,11.0,True
225,"The plugs-out test began on the morning of January 27, 1967, and immediately was plagued with problems. First the crew noticed a strange odor in their spacesuits, which delayed the sealing of the hatch. Then, communications problems frustrated the astronauts and forced a hold in the simulated countdown. During this hold, an electrical fire began in the cabin, and spread quickly in the high pressure, 100% oxygen atmosphere. Pressure rose high enough from the fire that the cabin burst and the fire erupted onto the pad area, frustrating attempts to rescue the crew. The astronauts were asphyxiated before the hatch could be opened.",a_Apolloprogram_3,IS,,EN,mturk_EN_v07,634,120,4.433333333333334,6,XQuAD,20.0,False
226,What type of atmosphere helped fuel the fire throughout the cabin?,q_after_a_Apolloprogram_3_qa_4,IS,100% oxygen,EN,mturk_EN_v07,66,12,4.666666666666667,1,XQuAD,12.0,True
227,"In the years after these rumors, neither Tesla nor Edison won the prize (although Edison did receive one of 38 possible bids in 1915 and Tesla did receive one of 38 possible bids in 1937).",a_NikolaTesla_3,IS,,EN,mturk_EN_v07,188,39,3.948717948717949,1,XQuAD,39.0,False
228,How many possible bids for the prize were there in 1915?,q_after_a_NikolaTesla_3_qa_0,IS,38,EN,mturk_EN_v07,56,12,3.8333333333333335,1,XQuAD,12.0,True
229,There are some common misconceptions about the outer and inner chloroplast membranes. The fact that chloroplasts are surrounded by a double membrane is often cited as evidence that they are the descendants of endosymbiotic cyanobacteria. This is often interpreted as meaning the outer chloroplast membrane is the product of the host's cell membrane infolding to form a vesicle to surround the ancestral cyanobacterium—which is not true—both chloroplast membranes are homologous to the cyanobacterium's original double membranes.,a_Chloroplast_4,IS,,EN,mturk_EN_v07,528,85,5.329411764705882,3,XQuAD,28.333333333333332,False
230,What is evidence chloroplasts descended from endosymbiotic cyanobacteria?,q_after_a_Chloroplast_4_qa_0,IS,surrounded by a double membrane,EN,mturk_EN_v07,73,9,7.333333333333333,1,XQuAD,9.0,True
231,Was the use of doping first observed in ancient wrestling competitions?,meco_para_3_qa_3,NR,False,EN,mturk_EN_v08,71,12,5.083333333333333,1,MECO,12.0,True
232,"Throughout its existence, Warsaw has been a multi-cultural city. According to the 1901 census, out of 711,988 inhabitants 56.2% were Catholics, 35.7% Jews, 5% Greek orthodox Christians and 2.8% Protestants. Eight years later, in 1909, there were 281,754 Jews (36.9%), 18,189 Protestants (2.4%) and 2,818 Mariavites (0.4%). This led to construction of hundreds of places of religious worship in all parts of the town. Most of them were destroyed in the aftermath of the Warsaw Uprising of 1944. After the war, the new communist authorities of Poland discouraged church construction and only a small number were rebuilt.",a_Warsaw_2,NR,,EN,mturk_EN_v08,618,126,4.142857142857143,6,XQuAD,21.0,False
233,"Of Warsaw's inhabitants in 1901, what percentage was Catholic?",a_Warsaw_2_qa_2,NR,56.2%,EN,mturk_EN_v08,62,12,4.5,1,XQuAD,12.0,True
234,"When Sky Digital was launched in 1998 the new service used the Astra 2A satellite which was located at the 28.5°E orbital position, unlike the analogue service which was broadcast from 19.2°E. This was subsequently followed by more Astra satellites as well as Eutelsat's Eurobird 1 (now Eutelsat 33C) at 28.5°E), enabled the company to launch a new all-digital service, Sky, with the potential to carry hundreds of television and radio channels. The old position was shared with broadcasters from several European countries, while the new position at 28.5°E came to be used almost exclusively for channels that broadcast to the United Kingdom.",a_SkyUnitedKingdom_1,NR,,EN,mturk_EN_v08,643,124,4.362903225806452,2,XQuAD,62.0,False
235,When was Sky Digital launched?,a_SkyUnitedKingdom_1_qa_0,NR,1998,EN,mturk_EN_v08,30,6,4.333333333333333,1,XQuAD,6.0,True
236,"Their local rivals, Polonia Warsaw, have significantly fewer supporters, yet they managed to win Ekstraklasa Championship in 2000. They also won the country’s championship in 1946, and won the cup twice as well. Polonia's home venue is located at Konwiktorska Street, a ten-minute walk north from the Old Town. Polonia was relegated from the country's top flight in 2013 because of their disastrous financial situation. They are now playing in the 4th league (5th tier in Poland) -the bottom professional league in the National – Polish Football Association (PZPN) structure.",a_Warsaw_1,NR,,EN,mturk_EN_v08,575,109,4.458715596330276,5,XQuAD,21.8,False
237,Where is Polonia's home venue located?,a_Warsaw_1_qa_3,NR,Konwiktorska Street,EN,mturk_EN_v08,38,8,4.125,1,XQuAD,8.0,True
238,"Ranging from about 1 millimeter (0.039 in) to 1.5 meters (4.9 ft) in size, ctenophores are the largest non-colonial animals that use cilia (""hairs"") as their main method of locomotion. Most species have eight strips, called comb rows, that run the length of their bodies and bear comb-like bands of cilia, called ""ctenes,"" stacked along the comb rows so that when the cilia beat, those of each comb touch the comb below. The name ""ctenophora"" means ""comb-bearing"", from the Greek κτείς (stem-form κτεν-) meaning ""comb"" and the Greek suffix -φορος meaning ""carrying"".",a_Ctenophora_2,NR,,EN,mturk_EN_v08,566,130,3.6538461538461537,3,XQuAD,43.333333333333336,False
239,Comb like bands of cilia are called what?,a_Ctenophora_2_qa_2,NR,ctenes,EN,mturk_EN_v08,41,9,3.7777777777777777,1,XQuAD,9.0,True
